pet_id,species,breed,age_months,weight_kg,formula,batch_id,trial_date,lab_technician,notes,palatability_score,time_to_first_bite,consumed_amount_grams,formula_label,weight_z,bite_speed
DOG-186,Dog,Labrador,85,17.4,B,B2024-003,2024-05-15,Dr. Patel,NA,7.6,19.8,78.7,New Protein,0.3545000585268008,Medium
CAT-195,Cat,Bengal,19,5.8,A,B2024-012,2024-12-01,Dr. Okafor,NA,7.2,8.1,69.8,Control,-0.6760760329938647,Fast
CAT-112,Cat,Siamese,99,NA,A,B2024-001,2024-03-26,Dr. Patel,NA,6.2,11.3,41.6,Control,NA,Medium
DOG-137,Dog,Beagle,34,16,B,B2024-003,2024-07-08,Dr. Smith,NA,7.5,13.5,59.8,New Protein,0.23012018541223783,Medium
CAT-007,Cat,Ragdoll,99,3.5,A,B2024-005,2024-11-24,Dr. Smith,NA,6.6,11.2,67.3,Control,-0.8804143959677897,Medium
CAT-036,Cat,Bengal,66,3.2,A,B2024-012,2024-10-15,Dr. Chen,NA,5.6,10.4,53.8,Control,-0.9070672259209105,Medium
DOG-025,Dog,Golden Retriever,8,20.6,B,B2024-006,2024-11-11,Dr. Okafor,NA,7.5,11,101.4,New Protein,0.6387969113600881,Medium
DOG-074,Dog,Labrador,115,28.6,C,B2024-010,2024-07-06,Dr. Patel,NA,6.6,16.3,92.7,New Flavour Coating,1.3495390434433057,Medium
CAT-106,Cat,Maine Coon,34,6.6,B,B2024-010,2024-11-17,Dr. Smith,NA,6.4,5.4,58.8,New Protein,-0.6050018197855429,Fast
CAT-181,Cat,Maine Coon,102,4.1,C,B2024-010,2024-02-27,Dr. Okafor,NA,7.6,12.4,61.3,New Flavour Coating,-0.8271087360615484,Medium
DOG-079,Dog,Labrador,75,5.6,A,B2024-010,2024-08-28,Dr. Chen,NA,5.6,17.6,55.5,Control,-0.6938445862959451,Medium
CAT-048,Cat,Ragdoll,83,6.6,A,B2024-015,2024-05-04,Dr. Okafor,NA,6.2,2,64.5,Control,-0.6050018197855429,Fast
CAT-228,Cat,Maine Coon,35,5.8,C,B2024-001,2024-02-23,Dr. Smith,Unusual hesitation before eating,8.7,9.5,74.1,New Flavour Coating,-0.6760760329938647,Fast
CAT-177,Cat,Ragdoll,8,6.8,B,B2024-002,2024-11-20,Dr. Okafor,NA,7.2,19.2,33.6,New Protein,-0.5872332664834624,Medium
CAT-039,Cat,Ragdoll,40,3.7,C,B2024-004,2024-03-20,Dr. Patel,NA,8.9,9.2,75.4,New Flavour Coating,-0.8626458426657093,Fast
DOG-225,Dog,German Shepherd,28,6.4,B,B2024-005,2024-12-14,Dr. Okafor,NA,4.4,18.9,56.4,New Protein,-0.6227703730876233,Medium
CAT-153,Cat,Bengal,104,5,B,B2024-007,2024-05-26,Dr. Okafor,NA,6.9,13.4,70.8,New Protein,-0.7471502462021864,Medium
DOG-152,Dog,Golden Retriever,62,14,C,B2024-004,2024-02-28,Dr. Smith,NA,8.3,10.8,99.6,New Flavour Coating,0.05243465239143343,Medium
DOG-054,Dog,Poodle,88,28.4,C,B2024-004,2024-01-28,Dr. Smith,NA,7.3,13.6,69.2,New Flavour Coating,1.331770490141225,Medium
DOG-034,Dog,German Shepherd,76,36,B,B2024-014,2024-08-26,Dr. Okafor,NA,7.5,3.8,99.4,New Protein,2.0069755156202818,Fast
CAT-137,Cat,British Shorthair,79,5.1,C,B2024-008,2024-05-14,Dr. Patel,NA,10,4.6,66.8,New Flavour Coating,-0.7382659695511462,Fast
DOG-196,Dog,German Shepherd,15,15.7,B,B2024-015,2024-12-02,Dr. Patel,NA,9,4.4,72.7,New Protein,0.20346735545911712,Fast
DOG-057,Dog,German Shepherd,99,18.1,B,B2024-005,2024-06-13,Dr. Smith,NA,10,8,91,New Protein,0.4166899950840826,Fast
CAT-185,Cat,Siamese,114,3.2,B,B2024-012,2024-08-31,Dr. Patel,NA,7.6,14.7,63.3,New Protein,-0.9070672259209105,Medium
CAT-028,Cat,Maine Coon,28,3.6,C,B2024-003,2024-08-29,Dr. Patel,Refused initial sample,8.1,4.5,75,New Flavour Coating,-0.8715301193167495,Fast
CAT-113,Cat,Ragdoll,28,6.1,C,B2024-005,2024-09-06,Dr. Smith,NA,7.4,9.9,63.1,New Flavour Coating,-0.6494232030407441,Fast
DOG-040,Dog,Golden Retriever,79,12.1,A,B2024-005,2024-12-13,Dr. Okafor,NA,6.8,13.4,97.4,Control,-0.11636660397833079,Medium
DOG-199,Dog,Poodle,12,7.4,A,B2024-006,2024-08-16,Dr. Patel,Pet showed strong preference immediately,7.1,18.4,86.7,Control,-0.533927606577221,Medium
CAT-055,Cat,British Shorthair,118,6.1,A,B2024-002,2024-12-28,Dr. Chen,NA,5.4,13.3,34.7,Control,-0.6494232030407441,Medium
DOG-132,Dog,Beagle,45,5.7,A,B2024-013,2024-12-16,Dr. Smith,NA,8.7,13.8,86.2,Control,-0.6849603096449048,Medium
CAT-176,Cat,Bengal,95,4.2,B,B2024-010,2024-02-21,Dr. Chen,NA,7.5,6.9,80,New Protein,-0.8182244594105083,Fast
CAT-104,Cat,Maine Coon,90,6.5,A,B2024-006,2024-02-17,Dr. Chen,NA,6.9,20.7,58.3,Control,-0.6138860964365831,Medium
CAT-140,Cat,Ragdoll,90,5.8,B,B2024-015,2024-07-09,Dr. Chen,NA,7.2,8.5,63.3,New Protein,-0.6760760329938647,Fast
CAT-212,Cat,Ragdoll,114,3.6,C,B2024-014,2024-06-18,Dr. Patel,Refused initial sample,8.2,2,68,New Flavour Coating,-0.8715301193167495,Fast
DOG-239,Dog,Poodle,7,5.6,B,B2024-005,2024-07-06,Dr. Smith,NA,8.5,2,100.2,New Protein,-0.6938445862959451,Fast
DOG-094,Dog,Beagle,74,22.3,B,B2024-014,2024-02-04,Dr. Okafor,NA,7.5,11.3,94.4,New Protein,0.7898296144277718,Medium
CAT-225,Cat,Bengal,61,4.1,C,B2024-009,2024-03-23,Dr. Smith,NA,7.3,13.8,75.8,New Flavour Coating,-0.8271087360615484,Medium
DOG-093,Dog,Poodle,36,22.7,C,B2024-007,2024-07-17,Dr. Smith,NA,8.1,2,91.3,New Flavour Coating,0.8253667210319325,Fast
DOG-004,Dog,Labrador,38,NA,A,B2024-002,2024-01-21,Dr. Smith,NA,7.4,10.1,72.8,Control,NA,Medium
CAT-109,Cat,Ragdoll,98,4.8,A,B2024-011,2024-05-07,Dr. Patel,NA,6,14.4,35.9,Control,-0.7649187995042668,Medium
DOG-006,Dog,German Shepherd,41,17.3,C,B2024-005,2024-01-01,Dr. Smith,NA,7.6,15.8,62.1,New Flavour Coating,0.34561578187576075,Medium
DOG-206,Dog,Poodle,98,39.9,C,B2024-009,2024-09-01,Dr. Chen,NA,9.4,7,101.8,New Flavour Coating,2.3534623050108503,Fast
DOG-023,Dog,Poodle,7,36.8,B,B2024-001,2024-06-18,Dr. Chen,NA,5.7,13.4,78.7,New Protein,2.0780497288286033,Medium
CAT-005,Cat,British Shorthair,49,3.7,A,B2024-001,2024-06-15,Dr. Smith,NA,5,15.1,49.9,Control,-0.8626458426657093,Medium
DOG-086,Dog,Beagle,94,17.8,A,B2024-008,2024-11-18,Dr. Smith,NA,4.9,19.8,65.5,Control,0.39003716513096187,Medium
CAT-102,Cat,Maine Coon,8,6.4,B,B2024-009,2024-02-23,Dr. Smith,NA,7.6,14.2,67.2,New Protein,-0.6227703730876233,Medium
DOG-235,Dog,Labrador,16,17.2,B,B2024-002,2024-10-19,Dr. Chen,NA,9.4,5.7,92.1,New Protein,0.33673150522472045,Fast
CAT-133,Cat,Bengal,27,3.4,B,B2024-004,2024-10-23,Dr. Okafor,NA,9.5,7.6,87.6,New Protein,-0.8892986726188299,Fast
DOG-170,Dog,Poodle,16,36.8,A,B2024-014,2024-05-06,Dr. Patel,NA,8.1,10.6,76.4,Control,2.0780497288286033,Medium
CAT-222,Cat,Ragdoll,68,4.4,A,B2024-010,2024-06-21,Dr. Smith,NA,6.9,11.2,74.8,Control,-0.8004559061084278,Medium
DOG-253,Dog,Poodle,107,33.2,C,B2024-007,2024-03-25,Dr. Patel,NA,7.1,14.8,81,New Flavour Coating,1.758215769391156,Medium
CAT-057,Cat,British Shorthair,18,4.8,C,B2024-011,NA,Dr. Patel,NA,7.7,12,61.8,New Flavour Coating,-0.7649187995042668,Medium
CAT-046,Cat,Maine Coon,11,NA,B,B2024-001,2024-05-05,Dr. Chen,NA,9.5,2,95.7,New Protein,NA,Fast
DOG-080,Dog,German Shepherd,113,35,A,B2024-001,2024-10-31,Dr. Okafor,NA,6.8,7.6,79,Control,1.9181327491098799,Fast
DOG-010,Dog,German Shepherd,27,10.3,C,B2024-002,2024-06-03,Dr. Patel,NA,8.5,11.7,86.1,New Flavour Coating,-0.2762835836970547,Medium
CAT-075,Cat,British Shorthair,54,NA,A,B2024-013,2024-08-22,Dr. Okafor,NA,3.8,20.5,31.1,Control,NA,Medium
CAT-117,Cat,Ragdoll,19,6.8,C,B2024-003,2024-06-22,Dr. Okafor,NA,8,15.1,75,New Flavour Coating,-0.5872332664834624,Medium
CAT-146,Cat,British Shorthair,40,5.5,C,B2024-009,2024-11-29,Dr. Okafor,NA,7.8,11.8,62.9,New Flavour Coating,-0.7027288629469853,Medium
CAT-009,Cat,Maine Coon,49,4.3,A,B2024-012,2024-08-26,Dr. Patel,NA,5.2,15.8,42.4,Control,-0.809340182759468,Medium
DOG-179,Dog,Poodle,105,32.8,B,B2024-002,2024-11-25,Dr. Okafor,NA,6.2,16.9,73.4,New Protein,1.7226786627869946,Medium
CAT-150,Cat,Bengal,92,3.4,A,B2024-002,2024-02-13,Dr. Patel,NA,4,23.2,52.1,Control,-0.8892986726188299,Medium
CAT-192,Cat,Ragdoll,25,6,C,B2024-003,2024-09-15,Dr. Patel,NA,7.8,3.3,82.3,New Flavour Coating,-0.6583074796917843,Fast
DOG-071,Dog,German Shepherd,66,27.3,C,B2024-003,2024-01-12,Dr. Chen,NA,6.5,14.7,63.6,New Flavour Coating,1.2340434469797827,Medium
CAT-226,Cat,Maine Coon,94,3.7,B,B2024-013,2024-07-30,Dr. Smith,NA,7,12.3,63.3,New Protein,-0.8626458426657093,Medium
CAT-084,Cat,British Shorthair,51,4.9,B,B2024-004,2024-12-23,Dr. Okafor,NA,8.7,13.4,58.9,New Protein,-0.7560345228532266,Medium
CAT-210,Cat,Maine Coon,51,NA,C,B2024-004,2024-02-18,Dr. Chen,NA,7.7,7.9,60.3,New Flavour Coating,NA,Fast
DOG-082,Dog,Golden Retriever,35,27.8,B,B2024-013,2024-07-07,Dr. Okafor,NA,7.4,9.8,86,New Protein,1.278464830234984,Fast
DOG-020,Dog,German Shepherd,18,17.9,B,B2024-013,2024-07-16,Dr. Chen,NA,9.9,4.3,92.3,New Protein,0.3989214417820019,Fast
CAT-116,Cat,Ragdoll,70,4.1,B,B2024-004,2024-11-19,Dr. Smith,NA,6.9,9.2,63.3,New Protein,-0.8271087360615484,Fast
DOG-214,Dog,German Shepherd,44,25.9,A,B2024-007,2024-05-08,Dr. Okafor,NA,8.7,4.4,95.2,Control,1.1096635738652196,Fast
DOG-172,Dog,Labrador,31,26.3,A,B2024-009,2024-03-05,Dr. Chen,NA,8.5,11.7,112.8,Control,1.1452006804693806,Medium
CAT-087,Cat,Ragdoll,102,6.5,C,B2024-012,2024-07-20,Dr. Okafor,Container seal was compromised,7.5,6.1,74.6,New Flavour Coating,-0.6138860964365831,Fast
DOG-262,Dog,Beagle,96,NA,C,B2024-005,2024-08-10,Dr. Chen,NA,9.1,3,80.2,New Flavour Coating,NA,Fast
CAT-208,Cat,British Shorthair,84,4.3,A,B2024-011,2024-03-15,Dr. Chen,NA,6.5,15,54.8,Control,-0.809340182759468,Medium
CAT-218,Cat,Ragdoll,115,5.1,A,B2024-010,2024-02-22,Dr. Chen,NA,7,13.4,71.2,Control,-0.7382659695511462,Medium
DOG-257,Dog,Labrador,92,10.1,B,B2024-003,2024-06-03,Dr. Smith,NA,6.1,10.2,54.8,New Protein,-0.2940521369991352,Medium
CAT-136,Cat,Bengal,65,5.4,C,B2024-014,2024-04-30,Dr. Patel,NA,7.8,11.4,66.8,New Flavour Coating,-0.7116131395980255,Medium
DOG-127,Dog,Labrador,100,28,B,B2024-009,2024-08-10,Dr. Chen,NA,7.1,16.2,76.3,New Protein,1.2962333835370643,Medium
DOG-213,Dog,Beagle,103,NA,A,B2024-015,2024-02-15,Dr. Patel,Technician noted unusual batch texture,9.7,2,95.4,Control,NA,Fast
CAT-090,Cat,Siamese,50,3.4,C,B2024-005,2024-11-14,Dr. Patel,NA,9.1,12.4,53.7,New Flavour Coating,-0.8892986726188299,Medium
DOG-001,Dog,Labrador,102,35.5,C,B2024-011,2024-05-05,Dr. Smith,NA,8.6,12.3,76.7,New Flavour Coating,1.9625541323650808,Medium
DOG-064,Dog,Labrador,79,29.8,B,B2024-001,2024-08-24,Dr. Chen,NA,7.5,8.3,63.2,New Protein,1.4561503632557884,Fast
DOG-198,Dog,Labrador,111,23,C,B2024-010,2024-10-05,Dr. Chen,NA,7.3,10.5,73.4,New Flavour Coating,0.8520195509850533,Medium
DOG-051,Dog,Golden Retriever,92,29.1,B,B2024-002,2024-03-31,Dr. Smith,NA,8.1,12.8,93.9,New Protein,1.3939604266985068,Medium
CAT-027,Cat,British Shorthair,104,6.3,A,B2024-004,2024-09-15,Dr. Okafor,NA,6.7,5.4,48.1,Control,-0.6316546497386636,Fast
CAT-062,Cat,Siamese,76,4.6,B,B2024-012,2024-06-04,Dr. Chen,NA,6.8,10.3,63,New Protein,-0.7826873528063474,Medium
CAT-100,Cat,Siamese,28,6.2,A,B2024-012,2024-03-31,Dr. Chen,NA,7.4,4.5,59.8,Control,-0.6405389263897038,Fast
DOG-255,Dog,Golden Retriever,100,36.3,A,B2024-012,2024-02-25,Dr. Smith,NA,6.8,8.4,69.1,Control,2.0336283455734026,Fast
DOG-169,Dog,Labrador,6,24.3,B,B2024-012,2024-08-09,Dr. Patel,NA,6.8,9,91.5,New Protein,0.9675151474485763,Fast
CAT-123,Cat,British Shorthair,97,6.1,B,B2024-012,2024-03-02,Dr. Okafor,NA,7.1,8.6,69.4,New Protein,-0.6494232030407441,Fast
DOG-099,Dog,Poodle,70,21.6,C,B2024-002,2024-08-05,Dr. Smith,NA,6,14.6,82.4,New Flavour Coating,0.7276396778704903,Medium
DOG-216,Dog,Golden Retriever,90,8.2,B,B2024-006,2024-02-18,Dr. Smith,NA,7.1,13.9,58.4,New Protein,-0.4628533933688994,Medium
DOG-077,Dog,Poodle,113,26.4,B,B2024-012,2024-04-21,Dr. Chen,NA,7,21.7,75,New Protein,1.1540849571204206,Medium
DOG-269,Dog,Beagle,108,7.6,C,B2024-009,2024-07-11,Dr. Okafor,NA,5.4,15.7,80.8,New Flavour Coating,-0.5161590532751407,Medium
CAT-024,Cat,Siamese,111,5.9,B,B2024-010,2024-08-02,Dr. Okafor,NA,7.4,4.7,63.3,New Protein,-0.6671917563428245,Fast
CAT-043,Cat,British Shorthair,34,6.4,A,B2024-012,2024-02-25,Dr. Okafor,NA,5.8,14.6,50.1,Control,-0.6227703730876233,Medium
CAT-168,Cat,Bengal,40,5.9,C,B2024-002,2024-06-30,Dr. Smith,NA,7.5,7,55.9,New Flavour Coating,-0.6671917563428245,Fast
CAT-067,Cat,Bengal,26,5.2,C,B2024-009,2024-10-03,Dr. Smith,NA,8.2,8.6,62.1,New Flavour Coating,-0.729381692900106,Fast
DOG-270,Dog,Golden Retriever,112,18.9,A,B2024-001,2024-06-24,Dr. Patel,NA,7.2,15,76.4,Control,0.48776420829240413,Medium
CAT-187,Cat,Siamese,108,5.6,B,B2024-009,2024-02-11,Dr. Smith,NA,7.2,11.9,64.6,New Protein,-0.6938445862959451,Medium
CAT-091,Cat,British Shorthair,31,3.9,A,B2024-013,2024-11-18,Dr. Patel,NA,3.5,23.9,35.3,Control,-0.8448772893636288,Medium
DOG-177,Dog,Beagle,116,6.6,C,B2024-015,2024-12-31,Dr. Okafor,NA,8,6.5,84.9,New Flavour Coating,-0.6050018197855429,Fast
CAT-130,Cat,Ragdoll,80,3.5,B,B2024-009,2024-12-14,Dr. Okafor,NA,8.4,13.8,64.8,New Protein,-0.8804143959677897,Medium
CAT-114,Cat,Bengal,60,3.5,B,B2024-008,2024-04-12,Dr. Patel,NA,7.4,6.9,63.3,New Protein,-0.8804143959677897,Fast
CAT-202,Cat,British Shorthair,116,3.6,B,B2024-013,2024-05-11,Dr. Patel,NA,7,7.2,36.7,New Protein,-0.8715301193167495,Fast
DOG-104,Dog,Golden Retriever,27,30.5,A,B2024-013,2024-03-08,Dr. Patel,NA,7.5,15.2,69.2,Control,1.5183402998130697,Medium
DOG-159,Dog,Beagle,20,15.5,B,B2024-014,2024-01-06,Dr. Smith,NA,8,7.4,80.2,New Protein,0.18569880215703674,Fast
CAT-151,Cat,Siamese,40,6.5,C,B2024-003,2024-01-02,Dr. Smith,NA,7.6,14.1,80.8,New Flavour Coating,-0.6138860964365831,Medium
DOG-140,Dog,German Shepherd,96,22.3,B,B2024-005,2024-10-30,Dr. Chen,NA,8.4,4.7,118.9,New Protein,0.7898296144277718,Fast
CAT-121,Cat,Ragdoll,50,NA,B,B2024-013,2024-02-25,Dr. Okafor,NA,4.4,19.5,31.8,New Protein,NA,Medium
DOG-197,Dog,Labrador,90,12,A,B2024-009,2024-06-29,Dr. Chen,NA,7.4,7.7,76.8,Control,-0.12525088062937098,Fast
DOG-136,Dog,Golden Retriever,75,NA,B,B2024-006,2024-11-09,Dr. Patel,NA,7.8,10,79.8,New Protein,NA,Fast
DOG-230,Dog,German Shepherd,50,21.4,A,B2024-003,2024-03-29,Dr. Smith,NA,4.7,23,45.3,Control,0.7098711245684096,Medium
CAT-158,Cat,Bengal,91,7,A,B2024-005,2024-10-24,Dr. Smith,NA,4.5,23.8,33.9,Control,-0.569464713181382,Medium
DOG-060,Dog,Labrador,50,18.3,C,B2024-011,2024-12-09,Dr. Patel,NA,7.8,6,56.8,New Flavour Coating,0.434458548386163,Fast
DOG-260,Dog,Beagle,65,17.9,C,B2024-008,2024-10-27,Dr. Patel,NA,6.8,7.2,63.1,New Flavour Coating,0.3989214417820019,Fast
CAT-045,Cat,Bengal,9,4.9,C,B2024-014,2024-05-11,Dr. Patel,NA,5.3,19.9,38.9,New Flavour Coating,-0.7560345228532266,Medium
CAT-183,Cat,British Shorthair,41,3.7,B,B2024-003,2024-01-03,Dr. Smith,NA,8,10.8,66.8,New Protein,-0.8626458426657093,Medium
DOG-098,Dog,Labrador,52,13.4,A,B2024-003,2024-03-01,Dr. Patel,NA,7.1,12.4,90.6,Control,-8.710075148078616e-4,Medium
DOG-008,Dog,Golden Retriever,101,5.1,A,B2024-007,2024-01-15,Dr. Chen,NA,7.8,11.3,81.1,Control,-0.7382659695511462,Medium
DOG-139,Dog,Labrador,73,9.3,C,B2024-003,2024-11-20,Dr. Okafor,NA,7.9,15.9,76.8,New Flavour Coating,-0.3651263502074569,Medium
CAT-072,Cat,British Shorthair,7,4.5,B,B2024-006,2024-11-25,Dr. Chen,NA,6.7,18.2,48.2,New Protein,-0.7915716294573876,Medium
CAT-108,Cat,Bengal,46,5.5,A,B2024-008,2024-12-09,Dr. Patel,NA,7.1,10.7,65.4,Control,-0.7027288629469853,Medium
CAT-074,Cat,Bengal,53,6.9,B,B2024-001,2024-01-01,Dr. Smith,NA,6,8.9,52.2,New Protein,-0.5783489898324222,Fast
DOG-258,Dog,Poodle,110,31.7,C,B2024-002,2024-10-09,Dr. Chen,NA,7.5,15.4,89.2,New Flavour Coating,1.6249516196255525,Medium
CAT-172,Cat,British Shorthair,94,3,B,B2024-015,2024-08-22,Dr. Okafor,NA,7.6,12.4,70.3,New Protein,-0.9248357792229909,Medium
DOG-033,Dog,German Shepherd,15,37.8,C,B2024-012,2024-05-22,Dr. Chen,NA,6.7,12.3,93.6,New Flavour Coating,2.1668924953390056,Medium
DOG-055,Dog,Labrador,51,28.2,A,B2024-005,2024-07-21,Dr. Smith,NA,7.6,15.7,67.8,Control,1.3140019368391447,Medium
DOG-229,Dog,Beagle,65,32.3,C,B2024-007,2024-10-17,Dr. Okafor,NA,8.6,4,73.2,New Flavour Coating,1.6782572795317936,Fast
CAT-019,Cat,British Shorthair,27,5.6,A,B2024-010,2024-08-22,Dr. Smith,NA,5.6,11.8,55.8,Control,-0.6938445862959451,Medium
CAT-118,Cat,Siamese,70,4.8,A,B2024-004,2024-12-14,Dr. Okafor,NA,7.2,6.2,52.1,Control,-0.7649187995042668,Fast
DOG-063,Dog,German Shepherd,120,10.3,C,B2024-014,2024-01-28,Dr. Patel,NA,7.4,9.2,79.1,New Flavour Coating,-0.2762835836970547,Fast
DOG-237,Dog,Beagle,50,29.6,A,B2024-010,2024-02-14,Dr. Okafor,NA,6,15.2,90.5,Control,1.438381809953708,Medium
DOG-205,Dog,Poodle,29,31,A,B2024-008,2024-09-11,Dr. Chen,NA,5.3,14.1,69.1,Control,1.562761683068271,Medium
CAT-050,Cat,Maine Coon,39,4.6,C,B2024-007,2024-05-18,Dr. Smith,NA,9.4,4.7,89.4,New Flavour Coating,-0.7826873528063474,Fast
DOG-158,Dog,Beagle,33,NA,B,B2024-008,2024-11-21,Dr. Chen,NA,6.5,19.4,68.6,New Protein,NA,Medium
CAT-167,Cat,Siamese,103,5.2,B,B2024-012,2024-03-01,Dr. Chen,NA,10,13.3,79.3,New Protein,-0.729381692900106,Medium
CAT-205,Cat,British Shorthair,77,6.9,C,B2024-001,2024-02-18,Dr. Patel,NA,8.5,10.4,84.7,New Flavour Coating,-0.5783489898324222,Medium
DOG-134,Dog,Golden Retriever,58,23,C,B2024-012,2024-03-05,Dr. Okafor,NA,6.8,15.7,71.5,New Flavour Coating,0.8520195509850533,Medium
DOG-175,Dog,German Shepherd,84,9.1,B,B2024-012,2024-11-23,Dr. Chen,NA,6.8,5.6,67.7,New Protein,-0.3828949035095374,Fast
DOG-221,Dog,Poodle,102,38.2,C,B2024-011,NA,Dr. Smith,NA,7.3,9.9,95.3,New Flavour Coating,2.2024296019431673,Fast
CAT-173,Cat,Siamese,84,6.2,C,B2024-015,2024-04-10,Dr. Chen,NA,7.9,8.2,60.4,New Flavour Coating,-0.6405389263897038,Fast
DOG-192,Dog,German Shepherd,101,17.8,A,B2024-005,2024-09-19,Dr. Chen,NA,6.3,23.1,79.4,Control,0.39003716513096187,Medium
CAT-042,Cat,Maine Coon,34,3.2,B,B2024-014,2024-08-19,Dr. Chen,NA,7.3,19.5,54.7,New Protein,-0.9070672259209105,Medium
DOG-107,Dog,Beagle,9,6,C,B2024-012,2024-08-14,Dr. Patel,NA,8,8.4,66.9,New Flavour Coating,-0.6583074796917843,Fast
CAT-207,Cat,Bengal,42,6.8,B,B2024-007,2024-02-12,Dr. Smith,NA,7,12.4,44.9,New Protein,-0.5872332664834624,Medium
DOG-165,Dog,Labrador,15,27.9,C,B2024-008,2024-11-09,Dr. Okafor,NA,10,2.9,90.9,New Flavour Coating,1.2873491068860239,Fast
DOG-223,Dog,Beagle,11,37.8,A,B2024-005,2024-07-16,Dr. Chen,NA,6.3,18.4,76.6,Control,2.1668924953390056,Medium
