pet_id,species,breed,age_months,weight_kg,formula,batch_id,trial_date,lab_technician,notes,palatability_score,time_to_first_bite,consumed_amount_grams,row_number
DOG-104,Dog,Golden Retriever,27,30.5,A,B2024-013,2024-03-08,Dr. Patel,,7.5,15.2,69.2,463
DOG-159,Dog,Beagle,20,15.5,B,B2024-014,2024-01-06,Dr. Smith,,8,7.4,80.2,464
CAT-151,Cat,Siamese,40,6.5,C,B2024-003,2024-01-02,Dr. Smith,,7.6,14.1,80.8,465
DOG-140,Dog,German Shepherd,96,22.3,B,B2024-005,2024-10-30,Dr. Chen,,8.4,4.7,118.9,466
CAT-121,Cat,Ragdoll,50,NA,B,B2024-013,2024-02-25,Dr. Okafor,,4.4,19.5,31.8,467
DOG-197,Dog,Labrador,90,12,A,B2024-009,2024-06-29,Dr. Chen,,7.4,7.7,76.8,468
DOG-136,Dog,Golden Retriever,75,NA,B,B2024-006,2024-11-09,Dr. Patel,,7.8,10,79.8,469
DOG-230,Dog,German Shepherd,50,21.4,A,B2024-003,2024-03-29,Dr. Smith,,4.7,23,45.3,470
CAT-158,Cat,Bengal,91,7,A,B2024-005,2024-10-24,Dr. Smith,,4.5,23.8,33.9,471
DOG-060,Dog,Labrador,50,18.3,C,B2024-011,2024-12-09,Dr. Patel,,7.8,6,56.8,472
DOG-260,Dog,Beagle,65,17.9,C,B2024-008,2024-10-27,Dr. Patel,,6.8,7.2,63.1,473
CAT-045,Cat,Bengal,9,4.9,C,B2024-014,2024-05-11,Dr. Patel,,5.3,19.9,38.9,474
CAT-183,Cat,British Shorthair,41,3.7,B,B2024-003,2024-01-03,Dr. Smith,,8,10.8,66.8,475
DOG-098,Dog,Labrador,52,13.4,A,B2024-003,2024-03-01,Dr. Patel,,7.1,12.4,90.6,476
DOG-008,Dog,Golden Retriever,101,5.1,A,B2024-007,2024-01-15,Dr. Chen,,7.8,11.3,81.1,477
DOG-139,Dog,Labrador,73,9.3,C,B2024-003,2024-11-20,Dr. Okafor,,7.9,15.9,76.8,478
CAT-072,Cat,British Shorthair,7,4.5,B,B2024-006,2024-11-25,Dr. Chen,,6.7,18.2,48.2,479
CAT-108,Cat,Bengal,46,5.5,A,B2024-008,2024-12-09,Dr. Patel,,7.1,10.7,65.4,480
CAT-074,Cat,Bengal,53,6.9,B,B2024-001,2024-01-01,Dr. Smith,,6,8.9,52.2,481
DOG-258,Dog,Poodle,110,31.7,C,B2024-002,2024-10-09,Dr. Chen,,7.5,15.4,89.2,482
CAT-172,Cat,British Shorthair,94,3,B,B2024-015,2024-08-22,Dr. Okafor,,7.6,12.4,70.3,483
DOG-033,Dog,German Shepherd,15,37.8,C,B2024-012,2024-05-22,Dr. Chen,,6.7,12.3,93.6,484
DOG-055,Dog,Labrador,51,28.2,A,B2024-005,2024-07-21,Dr. Smith,,7.6,15.7,67.8,485
DOG-229,Dog,Beagle,65,32.3,C,B2024-007,2024-10-17,Dr. Okafor,,8.6,4,73.2,486
CAT-019,Cat,British Shorthair,27,5.6,A,B2024-010,2024-08-22,Dr. Smith,,5.6,11.8,55.8,487
CAT-118,Cat,Siamese,70,4.8,A,B2024-004,2024-12-14,Dr. Okafor,,7.2,6.2,NA,488
DOG-063,Dog,German Shepherd,120,10.3,C,B2024-014,2024-01-28,Dr. Patel,,7.4,9.2,79.1,489
DOG-237,Dog,Beagle,50,29.6,A,B2024-010,2024-02-14,Dr. Okafor,,6,15.2,90.5,490
DOG-205,Dog,Poodle,29,31,A,B2024-008,2024-09-11,Dr. Chen,NA,5.3,14.1,69.1,491
CAT-050,Cat,Maine Coon,39,4.6,C,B2024-007,2024-05-18,Dr. Smith,,9.4,4.7,89.4,492
DOG-158,Dog,Beagle,33,NA,B,B2024-008,2024-11-21,Dr. Chen,,6.5,19.4,68.6,493
CAT-167,Cat,Siamese,103,5.2,B,B2024-012,2024-03-01,Dr. Chen,,10,13.3,79.3,494
CAT-205,Cat,British Shorthair,77,6.9,C,B2024-001,2024-02-18,Dr. Patel,,8.5,10.4,84.7,495
DOG-134,Dog,Golden Retriever,58,23,C,B2024-012,2024-03-05,Dr. Okafor,,6.8,15.7,71.5,496
DOG-175,Dog,German Shepherd,84,9.1,B,B2024-012,2024-11-23,Dr. Chen,,6.8,5.6,67.7,497
DOG-221,Dog,Poodle,102,38.2,C,B2024-011,NA,Dr. Smith,,7.3,9.9,95.3,498
CAT-173,Cat,Siamese,84,6.2,C,B2024-015,2024-04-10,Dr. Chen,NA,7.9,8.2,60.4,499
DOG-192,Dog,German Shepherd,101,17.8,A,B2024-005,2024-09-19,Dr. Chen,,6.3,23.1,79.4,500
CAT-042,Cat,Maine Coon,34,3.2,B,B2024-014,2024-08-19,Dr. Chen,,7.3,19.5,54.7,501
DOG-107,Dog,Beagle,9,6,C,B2024-012,2024-08-14,Dr. Patel,NA,8,8.4,66.9,502
CAT-207,Cat,Bengal,42,6.8,B,B2024-007,2024-02-12,Dr. Smith,,7,12.4,44.9,503
DOG-165,Dog,Labrador,15,27.9,C,B2024-008,2024-11-09,Dr. Okafor,,10,2.9,90.9,504
DOG-223,Dog,Beagle,11,37.8,A,B2024-005,2024-07-16,Dr. Chen,,6.3,18.4,76.6,505
